coin_name,kyc_or_not,audit_or_not,description,current_presale,soft_cap,hard_cap,currency,private_sale_start_time_(UTC),private_sale_end_time_(UTC),date_last_updated,first_release_for_project,vesting_for_project,status,minimum_buy,maximum_buy,website_link
 LinkDao Network , Yes , Yes ," LinkDao is decentralized multi-chain liquidity enabler network that focuses high yield on crypto assets. Through a set of investment strategies secured and enforced by smart contracts, LinkDao network automatically maximizes the user rewards from various liquidity pools (LPs),‌ ‌automated market making (AMM) projects,‌ ‌and‌ ‌other yield‌ farming ‌opportunities in the DeFi ecosystem. ✅ CMC listed + ✅ CG listed + ✅ Smart-Contract Audited + ✅ BITMART listed + ✅ LBANK listed ",3.506 , 200 , 400 , BNB , 2022.08.06 14:00 , 2022.08.07 13:59 , 2023-09-14 , 20% , 20% each 30 days , canceled ,0.1, 10 , https://linkdao.network/
 Alightpay $ALPY - Private Round , No , Yes ," Alightpay is committed to providing a secure and user-friendly crypto management platform for the masses to secure and grow their crypto assets safely and conveniently. Through its unique software wallet, Alightpay will serve users globally. Users can manage, swap, trade, and grow their crypto wealth with ease without having to compromise asset security With a powerful ecosystem. ✅Private round price - 0.75 BUSD ✅TGE - 15th Sep 2022!! ✅Team public & Contract audited ✅Coinmarketcap & coingecko Listed ",715.0698462057508 ," 12,500 "," 25,000 ", BUSD , 2022.08.08 10:00 , 2022.08.11 11:30 , 2023-09-14 , 50% , 25% each 2 days , canceled ,50.0," 2,000 ", https://www.alightpay.io/
 Neloverse Presale , Yes , Yes ," NELOVERSE - BUILD, BATTLE, PLAY | The Metaverse’s 1st Multiverse ⚔️ Be the FIRST to LEVEL UP your Web 3.0 gaming experience. A collaborative space where players from all over the world can meet and fight together. Take control of their piece of the Metaverse here in Neloverse and begin creating their own virtual universe. KYC & 4 Audited contracts (timelock/NVE/NVEG/DAO) by Certik https://www.certik.com/projects/Neloverse !! Timelock contract locked 94% NVE supply. ","44,415.662039479124 "," 102,000 "," 204,000 ", BUSD , 2022.09.01 04:00 , 2022.09.15 04:00 , 2023-09-14 , 80% , 20% each 5 days , canceled ,100.0," 1,500 ", https://neloverse.game/
 Arabian Camel Token | Crypto Camel NFT *Like Crypto Punks NFT* presale , No , No , Did you miss out the golden days of BCS? Well you don't wanna miss this life-changing token! Arabian Camel Token will be launching on Binance Smart Chain today! Cex listing Community Memes New-Meta Crypto-Camel NFT Spreading the Arabian culture to the people and being the next crypto punks! ,6.345 , 20 , 40 , BNB , 2022.08.04 15:40 , 2022.08.05 03:50 , 2023-09-14 , 35% , 10% each 1 days , canceled ,0.1, 1 , https://arabiancamel.com/
 $MYWA MyHeroWallet Whitelist-only Seed Round , No , Yes ," ONLY NOW Whitelist-only Seed Round with 6x guaranteed cheaper price than Launch/TGE Price. Whitelist now https://forms.gle/wsmPZoWsSfErzX6T9. What is MyHeroWallet? $MYWA Decentralized Gamified Wallet - trade, stake, farm and earn $MYWA Tokens along the way to grow your in-app heroes. https://linktr.ee/myherowallet ","52,692.1941580229 "," 50,000 "," 100,000 ", BUSD , 2022.08.22 15:00 , 2022.08.24 15:00 , 2023-09-14 , 90% , 10% each 1 days , ended ,5.0," 10,000 ", http://myherowallet.com/
 ASTROL TOKEN , No , Yes , ASTROL is a Utility token with both real and virtual use cases. ASL has its own staking and gaming platform with online travel and e-commerce collaboration for ASL holders. Get the best of blockchain through ASL as we strive to bring you the best. ,625.24777876 ," 26,000 "," 51,000 ", BUSD , 2022.08.07 07:07 , 2022.08.17 07:07 , 2023-09-14 , 90% , 10% each 1 days , canceled ,50.0," 1,500 ", https://asltoken.org/
 VeganDoge Private Sale , No , No ," Veganism is the fastest spreading ideology to save Animals. Be a Vegan for at least two days in a week. VeganDoge is a hyper deflationary token. Maximum supply of VeganDoge is 888 Billion. Out of which 111 billion Vegan Doge is going to burn on Launch Day. VeganDoge is developing a beautiful Metaverse P2E Game.. When you are playing the game we are going to drop mystery boxes. These mystery boxes have BUSD,Feg,Volt,Baby Doge and other popular cryptos in the market. ",15.553147486044623208 , 15 , 30 , BNB , 2022.08.04 19:00 , 2022.08.06 16:02 , 2023-09-14 , 95% , 5% each 5 days , ended ,0.2, 3 , https://vegandoge.com/
 Metapolex Token Private Sale , No , No ," Metapolex - Next Generation Web 3.0 Decentralized Ecosystem for Bsc network. In the future we want to build web 3.0 Metaverse games and NFT projects. Launchpad and special aftermarket pancekswap, Dodo, Poocoin will be listed on the Dexes and Coinmarketcap, Coingecko. Later, the XT.com listing will come with Gate, which we have agreed upon. Our ecosystem project, which was made to bring metaverse games and NFTs to life, is very ambitious. Metapolex price 1 BNB = 20.000 MLX Pancakeswap listing 20.08.2022 ",1.853 , 100 , 200 , BNB , 2022.08.05 12:00 , 2022.08.07 13:00 , 2023-09-14 , 70% , 15% each 10 days , canceled ,0.05, 3 , https://www.metapolex.com/
 EnergyChain , No , No ," Why E- Chain? Electricity is becoming more and more expensive. The free electricity market will soon open its doors. Why not use the blockchain to buy the most Cheapest electricity on the market? ✅ CMC + CG Fast Track ✅ Huge Marketing ✅ ✍️Audited , KYC'D & DOXXED✅Cex Listing✅ About me: My name is Papp Pascal. I live in Switzerland with my wife and 2 dogs. My area of responsibility is electricity, water and photovoltaic counting systems. Only together can we reach the goal ",0.1 , 50 , 100 , BNB , 2022.08.03 20:00 , 2022.08.06 20:00 , 2023-09-14 , 40% , 20% each 180 days , ended ,0.1, 2 , https://www.energychain.ch/
 Hero World Private Sale , Yes , Yes ," Revolutionary Play-to-earn Game on BSC. Core features of the game: 🔥 Game play (P2E), 🔥 Battle (P2P), 🔥 Tournament, 🔥 Farming. Explore the mythical world with us and go on an adventure against monsters! ",100 , 50 , 100 , BNB , 2022.08.03 04:00 , 2022.08.10 15:00 , 2023-09-14 , 95% , 5% each 1 days , ended ,0.1, 0.8 , https://heroworld.app/
 Runex ( REX ) Private Sale , No , No ," 🔥Rex is a management token of the decentralized Runex exchange. ✅Runex makes it possible to work with derivatives and limit orders without commissions for ourselves ✅ This is a robust project with Play to Earn support to attract a large community to trading on the exchange. ✅Audited by Fairyproof ✅ Bitmart listing confirmed✅Legal advice received✅PrivatSale 1 BUSD = 5 REX ✅Bitmart listing 1 BUSD = 3,33 REX ",0 ," 175,000 "," 350,000 ", BUSD , 2022.08.02 16:00 , 2022.08.09 10:00 , 2023-09-14 , 30% , 35% each 40 days , canceled ,10.0," 5,000 ", https://runex.org/
 Branaverse Private Sale Phase 2 , Yes , Yes ," As to make it more exciting and a base for growth and expansion, this project includes a Freelance Platform, NFT Marketplace & Launchpad 🚀, Project to Earn 🤑. As freelancers when we offer our services in this field we get paid with crypto and we are aware through the experience of the malfunctioning that payment is not always guaranteed and thus many compromises crumble, we believe that a credible platform that will play the role of a mediator is the key to regulating this exchange between Offer/Demand ✅ ","20,000 "," 10,000 "," 20,000 ", BUSD , 2022.08.03 21:00 , 2022.08.15 23:59 , 2023-09-14 , 50% , 25% each 1 days , ended ,50.0," 1,000 ", https://branaverse.finance/
 Hero World Private Sale , No , No ," Revolutionary Play-to-earn Game on BSC. Core features of the game: 🔥 Game play (P2E), 🔥 Battle (P2P), 🔥 Tournament, 🔥 Farming. Explore the mythical world with us and go on an adventure against monsters! ",0 , 50 , 100 , BNB , 2022.08.09 15:00 , 2022.08.10 15:00 , 2023-09-14 , 90% , 10% each 1 days , canceled ,0.1, 1 , https://heroworld.app/
 Metapolex Token Private Sale , No , No ," Metapolex - Next Generation Web 3.0 Decentralized Ecosystem for Bsc network. In the future we want to build web 3.0 Metaverse games and NFT projects. Launchpad and special aftermarket pancekswap, Dodo, Poocoin will be listed on the Dexes and Coinmarketcap, Coingecko. Later, the XT.com listing will come with Gate, which we have agreed upon. Our ecosystem project, which was made to bring metaverse games and NFTs to life, is very ambitious. Metapolex price 1 BNB = 20.000 MLX ",0 , 200 , 400 , BNB , 2022.08.05 12:00 , 2022.08.07 13:00 , 2023-09-14 , 30% , 5% each 10 days , canceled ,0.05, 3 , https://www.metapolex.com/
 SafuSign Protocol Private Sale , No , Yes ," 🔒🛡🔒🛡🔒SafuSign Audit&KYC project. Our project, which was created for the security of project owners and investors for the crypto money market that is developing every day, started its activities in 2022. Our project, which aims to establish the connection between investors and project owners, aims to make the crypto money market more secure. Our knowledgeable and well-equipped team will serve you.🔒🛡🔒🛡🔒Safe now with our! 🔒🛡🔒Litepape&Roadmap: https://safusign-protocol.gitbook.io/safusign/ 🔒🛡🔒 ",25.006975014555855993 , 20 , 40 , BNB , 2022.07.31 19:00 , 2022.08.05 21:00 , 2023-09-14 , 95% , 5% each 1 days , ended ,0.1, 2 , https://safusign.com/
 Minionverse $MIVRS IDO , Yes , Yes ," Minionverse is a metaverse of Free-to-Play, Play-to-Earn NFT games developed by Fuero Games together with Ulti Arena. IDO Price: $0.04 per $MIVRS. With $100 you can buy 4 000 $MIVRS Tokens! That's 2.3x cheaper than Launch Price! $MIVRS allows you to buy heroes NFT's, stake to get free NFT's and more. Visit our website for more: https://minionverse.io/ ","50,000 "," 25,000 "," 50,000 ", BUSD , 2022.08.02 14:00 , 2022.08.09 14:00 , 2023-09-14 , 50% , 25% each 2 days , ended ,5.0," 10,000 ", http://minionverse.io/
 Little Big Snake (LBS) Private sale , No , No ," Bigger, smarter & sneakier! are the words that best describe Little Big Snake. After consulting and marketing with community votes, we developers of Little Big Snake boldly released a token called LBS. Join us and expand your earning horizons, only the fastest have a chance to win. Total reservation for private sale is 5% = 1800000000 LBS. ",1.65 , 50 , 100 , BNB , 2022.08.01 08:00 , 2022.08.04 08:00 , 2023-09-14 , 80% , 20% each 1 days , canceled ,0.1, 1 , https://littlebigsnake.com/
 Giver Finance Private Sale , No , No ," GiverFi Is a Defi Protocol Technology with Auto Staking System and Native Token Rewards. You can get APY 393.914,92 %. estimated if your invested on giverfi buy 1000 Token in 12 Months You can get 3,938,148 Token. Verifed BSCScan: https://bscscan.com/token/0xbeC668d85e1D677e87BFbc3E5700742B960626Ad ",20.01 ," 2,500 "," 5,000 ", USDT , 2022.07.26 19:40 , 2023.08.31 13:00 , 2023-09-14 , 95% , 5% each 1 days , canceled ,10.0," 1,000 ", https://giverfi.com/
 Uxcord Token (UXT) Private Sale , No , No ," Uxcord Token is the first meta-car project which brings real-world and metaverse together for car deals. ✅ Experienced developers. ✅Poocoin & Dextools Trending after listing. ✅Massive Marketing with Biggest Influencers like Solid proof, Yahoo finance, Market watch, Bezinga. ✅ Coinmarketcap, coingecko & LBANK listing confirmed✅Tax = 0% ✅Private Sale 1 BNB = 1,500,000 UXT. ✅IDO Sale 1 BNB = 1,200,000 UXT. ✅Pancake Swap listing 1 BNB = 700,000 UXT. ✅LP locked for 1 year ",1.41 , 200 , 380 , BNB , 2022.07.26 21:30 , 2022.08.02 07:30 , 2023-09-14 , 70% , 30% each 1 days , canceled ,0.25, 10 , https://uxcordtoken.com/
 Elon PetCoin ($EPC) Private Sale , No , No ," ✍️ Meet Elon Petcoin- $EPC a deflationary dog token based on Binance Smart Chain (BSC) that will support Liquidity Providing Pool, Yield Farming, Staking Rewards, Launching IDOs, NFT Minting, DAO Features, Play to earn games, Web 3.0 and Metaverse. Listed on coinmooner ✅ Listed on coinscope✅ Listed on watcher.guru✅ Massive marketing with biggest influencers like Yahoo finance, Solid proof, Market watch, Bezinga ✅ Elon Petcoin will never stops growing through the use of true deflationary techniques. ",0.1 , 50 , 100 , BNB , 2022.07.26 01:00 , 2022.07.30 01:00 , 2023-09-14 , 50% , 30% each 3 days , canceled ,0.1, 5 , http://elonpetcoin.com/
 LYKA SEED SALE , No , Yes ," 💎LYKA is Multi Chain Blockchain with zero gas fee and high scalability. It is a reliable project supported with Metaverse, Play to Earn, Walk to Earn, Staking and Web 3.O ✅KYC & Audited by Cyber scope ✅Massive Marketing with Biggest Influencers like Solid proof, Yahoo finance, Market watch, Bezinga ✅Poocoin & Dextools Trending after listing✅ Coinmarketcap & LBANK listing confirmed✅Tax = 0% ✅LP locked for 1 year ✅Private Sale 1 BNB = 375 LYKA✅IDO Sale 1 BNB = 350 LYKA ✅Pancake Swap listing 1 BNB = 300 LYKA ",169.831889115 , 150 , 300 , BNB , 2022.07.29 11:30 , 2022.08.02 23:59 , 2023-09-14 , 80% , 20% each 1 days , ended ,1.0, 25 , https://lykacoin.io/
 LYKA PRIVATE SALE , No , No ," 💎LYKA is Multi Chain Blockchain with zero gas fee and high scalability. It is a reliable project supported with Metaverse, Play to Earn, Walk to Earn, Staking and Web 3.O ✅KYC & Audited by Cyber scope ✅Massive Marketing with Biggest Influencers like Solid proof, Yahoo finance, market watch, Bezinga ✅Poocoin & Dextools Trending after listing.✅ Coinmarketcap, Coingecko & LBANK listing confirmed✅THE MOST WATCHED PROJECT RIGHT NOW ✅Tax = 0% ✅LP locked for 1 year ✅Be ready for the biggest MOONSHOT 🚀 in BSC. ",0 , 150 , 300 , BNB , 2022.07.29 11:30 , 2022.08.01 23:30 , 2023-09-14 , 80% , 20% each 5 days , canceled ,1.0, 25 , https://lykacoin.io/
 Chat&Earn Private Sale Round , No , No , Chat & Earn is the first Social project with the C2E concept made on the BSC network. Key Features: Trade and win Jackpot✅ NFT lottery✅ Daily Roadmap✅ Marketing pick by community votes✅ First ever Chat to Earn project✅ Experienced developers✅ Development progress - 100%✅ Join us and expand your earning horizons 🚀 Total C2E dedicated to private sale = 170.000 (17%) 🏦 ,200 , 120 , 200 , BNB , 2022.07.22 13:00 , 2022.07.24 13:00 , 2023-09-14 , 95% , 5% each 1 days , ended ,1.0, 5 , https://chatandearn.com/
 SUN GOD太阳神网络 , No , No , SUN GOD是基于BSC网打造的太阳神元宇宙生态平台，旗下包含4大板块，META LAND、NFT TREAD、GameFI、WEB3等。由美国KKR基金战略领投，币小财等资深投研基金跟投。 SUN GOD是一个放在钱包里就可以复利的协议，日复利2.08%，月化红60%，公开、透明，每15分钟分一次，安全高效，长期稳定。 复利机制，铸造比例1U： 100SG硬顶288888U ,0 ," 144,444 "," 288,888 ", USDT , 2022.07.22 10:00 , 2022.07.31 10:00 , 2023-09-14 , 60% , 20% each 30 days , ended ,28.0, 288 , https://sgtoken.co/
 CryptoRafting Token (RAFT) Phase 3/3 , No , No ," CryptoRafting is a NFT 3D game. Designed to distribute rewards in a sustainable way, CryptoRafting's ""play, compete and earn"" system ensures a pleasant and engaging gaming experience for players. Developed by a fully Doxxed team, CryptoRafting have an Off-Chain Demo available in their website, free to be tested for anyone. ⭐️ Non Self-destructive economy cycle ⭐️ Non invasive in-game advertising banners ⭐️ Dev aiming to the Metaverse with VR tech ",0 ," 10,000 "," 20,000 ", BUSD , 2022.07.20 20:00 , 2022.07.25 22:00 , 2023-09-14 , 50% , 10% each 3 days , canceled ,100.0," 1,000 ", https://www.cryptorafting.com/
 SpinApe - Private Sale , Yes , Yes ," SpinApe is the project with the most sources of income with users and their community, With a minimum of 4 sources of passive income from referral links and 3 sources of income from SpinApe's gaming platform and several sources of income. other input when trading NFT on marketplace. ",200 ," 25,000 "," 50,000 ", BUSD , 2022.07.23 13:00 , 2022.07.30 13:00 , 2023-09-14 , 50% , 10% each 7 days , ended ,100.0," 10,000 ", https://spinape.com/
 PooChain 💩 , No , No ," Poochain is the first ever blockchain explicitly designed for Meme coins. Thousands of meme tokens have launched over the years, but there has never been a place for them to call home. We wanted to create a space where tokens could thrive. We are that safe haven for project owners and investors to feel confident. If you’re already a holder, enjoy this opportunity to increase your holdings, if you’re not, we’ll love you to join us in making this project something we can all be proud of. ",12.96546047041378539 , 70 , 140 , BNB , 2022.07.18 21:00 , 2022.07.25 23:59 , 2023-09-14 , 34% , 33% each 30 days , canceled ,0.1, 10 , https://www.poochain.co/
 CryptoPredictions365 Private Sale , Yes , Yes , ✅ BSC Project✅ Whitelists✅Crypto Prediction platform✅Make prediction bets in BNB 🤑🤑🤑✅Prediction dApp 🚀🚀🚀✅Ownership WILL BE RENOUNCED!✅ Private sale members get 1.5x tokens🤑🤑🤑✅Vesting Schedule 20% each day starting Day1✅CryptoPredictions365 offers two separate prediction markets - BTC/USD price and ETH/ USD price✅Collect winnings in BNB 🤑🤑🤑✅KYC & Doxxed Dev + team ✅Inter-Fi Audit✅Heavy Marketing 3 x AMAs with Live Doxx on Cam by the Lead Dev✅Presale will start Wednesday July 20th ,10.54 , 25 , 50 , BNB , 2022.07.18 22:00 , 2022.07.25 23:00 , 2023-09-14 , 50% , 25% each 2 days , canceled ,0.5, 2.5 , https://cryptopredictions365.com/
 good roll crypto (GRC) , No , No ," Good Roll Crypto es un juego NFT diseñado para brindar a los usuarios una experiencia divertida y poder ganar dinero mientras juega. Es un metaverso que se lanzara en tres etapas, la v1 un Click to earn, la v2 un play to earn y la v3 un virtual to earn.. con una economía sustentable y que perdure en el tiempo Good Roll Crypto utilizara 4 Oracles. ",778.5994579907879 ," 22,000 "," 38,500 ", BUSD , 2022.07.16 00:20 , 2022.07.22 00:10 , 2023-09-14 , 75% , 20% each 15 days , ended ,50.0, 800 , https://www.goodrollcrypto.io/
 GOOD ROLL CRYPTO (GRC) , No , No ," Good Roll Crypto es un juego NFT diseñado para brindar a los usuarios una experiencia divertida y poder ganar dinero mientras juega. Es un metaverso que se lanzara en tres etapas, la v1 un Click to earn, la v2 un play to earn y la v3 un virtual to earn. Good Roll Crypto pretende ser el mejor juego en la block chain, con economía sustentable y que perdure en el tiempo Good Roll Crypto utilizara 4 Oracles. ",0 , 22 , 38.5 , BUSD , 2022.07.15 23:29 , 2022.07.22 23:58 , 2023-09-14 , 75% , 20% each 15 days , canceled ,50.0, 800 , https://www.goodrollcrypto.io/
 GPS Riding $GPS Seed Sale 1 , Yes , Yes ," GPS Riding is a web3 ride-to-earn metaverse project looking past this primitive method of profits and building a sustainable, long-term economy for GenZ players and everyday non-crypto natives to benefit from. The World's First NFT Bike Race Metaverse Marketplace. Seed Sale 1 Price: $0.002 per $GPS, 5x cheaper than Launch Price. Top KOLs & Celebs Onboard, ✓AUDIT ✓KYC ✓TEAM DOXXED Check out website: gpsriding.com ","1,573.7147352491372 "," 150,000 "," 300,000 ", BUSD , 2022.07.20 14:00 , 2022.07.30 14:00 , 2023-09-14 , 80% , 20% each 1 days , canceled ,50.0," 20,000 ", https://gpsriding.com/
 Seed Sale MetaVersana MTVR , No , No ," First #Business2Earn virtual platform who provide ability to do Business, Create, Play and Earn in a virtual world owned by its users. Metaverse built on Solana Blockchain The Presale of the MTVR token is now open. 2 steps to be eligible. Step 1 🖊️Complete the form: https://forms.gle/7rWDCdnuJsPBkH166 Step 2: 🤳Complete the KYC verification: https://go.fractal.id/metaversana-kyc ⬇️You can then participate here ⬇️ https://presale.metaversana.com ",0 ," 300,000 "," 600,000 ", BUSD , 2022.07.14 23:59 , 2022.08.11 12:00 , 2023-09-14 , 95% , 5% each 7 days , ended ,500.0," 5,000 ", https://metaversana.com/
 Neloverse ( NVE ) Private Sale , Yes , Yes ," NELOVERSE - BUILD, BATTLE, PLAY | The Metaverse’s 1st Multiverse ⚔️ Be the FIRST to LEVEL UP your Web 3.0 gaming experience. A collaborative space where players from all over the world can meet and fight together. Take control of their piece of the Metaverse here in Neloverse and begin creating their own virtual universe. KYC & Audited by Certik https://www.certik.com/projects/Neloverse and Neloverse gitbook https://nelonetwork.gitbook.io/neloverse ","170,000 "," 85,000 "," 170,000 ", BUSD , 2022.07.25 04:00 , 2022.07.30 04:00 , 2023-09-14 , 50% , 20% each 10 days , ended ,50.0," 10,000 ", https://neloverse.game/
 SLEEP Private Sale #1 , Yes , No , SLEEP is the first Web3 lifestyle app where users learn about the importance of quality rest and generate income while sleeping. Read all about the SLEEP project and Private Sale in the official deck: https://sleep.game/deck ,"1,835.9313990769588 "," 25,000 "," 50,000 ", BUSD , 2022.07.13 14:00 , 2022.07.20 14:00 , 2023-09-14 , 95% , 1% each 2 days , canceled ,10.0," 5,000 ", https://sleep.game/
 Branaverse Private Sale Phase 1 , Yes , Yes ," As to make it more exciting and a base for growth and expansion, this project includes a Freelance Platform, NFT Marketplace & Launchpad 🚀, Project to Earn 🤑. As freelancers when we offer our services in this field we get paid with crypto and we are aware through the experience of the malfunctioning that payment is not always guaranteed and thus many compromises crumble, we believe that a credible platform that will play the role of a mediator is the key to regulating this exchange between Offer/Demand ✅ ","13,048.83533093922 "," 10,000 "," 20,000 ", BUSD , 2022.07.15 12:00 , 2022.07.22 23:59 , 2023-09-14 , 50% , 10% each 10 days , ended ,50.0," 1,500 ", https://branaverse.finance/
 LARGE CHAİN (LRG) , No , No ," ✅LRG COIN - ""BLOCKCHAIN ECOSYSTEM"" is a reliable project supported by a Multi-Chain Blockchain 'Web 3.0' with zero gas and high scalability. ✅The maximum total Supply is 40,000,000#lrg ✅PRE-SALE PRICE $0.0024 ✅The supply to be burned is 20,000,000 # LRG 🔥🔥 🔒The lock period is 1 year for 90% of the available supply,🕘 ✅Buy the X40 now for the opportunity to WIN ✅1 BNB 500.000 LRG ✅announcements ✅Follow our official twitter page. ",2.3844572430571742 , 10 , 20 , BNB , 2022.07.08 18:00 , 2022.08.08 19:00 , 2023-09-14 , 40% , 20% each 3 days , canceled ,0.06, 15 , https://largechain.net/
 Shera Tokens , No , No ," CONTRACT AUDIT CHECK THE WEBSITE ALSO THE TEAM KYC CHECK DUBAI EXPO AT YOUTUBE Shera Token is the next-generation blockchain-based ecosystem dedicated to developing interconnected products in DeFi, crypto education, advanced gaming system, and NFT applications. this launch pad submitted for start the new project which issued credit card to make community withdrawl their crypto from ATM ",0.1 , 100 , 200 , BNB , 2022.07.07 08:51 , 2022.07.14 07:51 , 2023-09-14 , 25% , 15% each 15 days , ended ,0.1, 10 , https://sheratokens.com/
 GPS Riding $GPS Seed Sale 1 , Yes , Yes ," GPS Riding is a web3 ride-to-earn metaverse project looking past this primitive method of profits and building a sustainable, long-term economy for GenZ players and everyday non-crypto natives to benefit from. The World's First NFT Bike Race Metaverse Marketplace. Seed Sale 1 Price: $0.002 per $GPS, 5x cheaper than Launch Price. Top KOLs & Celebs Onboard, ✓AUDIT ✓KYC ✓TEAM DOXXED Check out website: gpsriding.com ","13,614.063573048312 "," 25,000 "," 50,000 ", BUSD , 2022.07.12 14:00 , 2022.07.15 14:00 , 2023-09-14 , 80% , 20% each 1 days , canceled ,50.0," 3,000 ", https://gpsriding.com/
 Minionverse $MIVRS PreSale 2 , Yes , Yes ," Minionverse is a metaverse of Play-And-Earn NFT games developed by Fuero Games together with Ulti Arena. PreSale 2 Price: $0.03 per $MIVRS. With $100 you can buy 3000 $MIVRS Tokens! That's 3x cheaper than Launch Price of $0.09! $MIVRS allows you to buy heroes NFT's, stake to get free NFT's and more. $MIVRS Token PreSale1 is open for public! Visit our website minionverse.io for more! 2x Audited by TechRate and Consult! $MIVRS Contract Address (BEP20): 0x14a2d1bcaa96c0e35646413638b1cffed907f6fb ","83,877.73018238191 "," 75,000 "," 150,000 ", BUSD , 2022.07.12 14:00 , 2022.07.19 14:00 , 2023-09-14 , 80% , 20% each 1 days , ended ,10.0," 10,000 ", http://minionverse.io/
 Tipyield(TY+) Private sale , No , Yes , Tipyield(TY+) Is a revolutionary project mixing defi and a utility token. 🟢 TYBOND - this features allows users to bond and receive 82% APY daily. Only way we shall introduce tokens to the ecosystem upto the cap of 55M set. 🟢TYSWAP - Swap tokens create pools to farm and earn. 🟢TYBET - revolutionary decentralised betting platform where you can become the house or just bet and win. This will be the main generator of value and profits to TY+ holders. ✅ KYC ✅ AUDIT ,0 , 100 , 200 , BNB , 2022.07.09 00:01 , 2022.07.13 00:01 , 2023-09-14 , 70% , 30% each 7 days , canceled ,1.0, 5 , https://tipyield.com/
 Maincoin (MNC) PreSale 1 , No , No , Maincoin token is a means of payment in the ecosystem of products and services. One of the Maincoin products is the ZEBRA international bulletin board. https://youtu.be/fQXVsxuVq-k. A feature of this product is the ability to sell or buy goods for cryptocurrency. The ZEBRA project is completely ready https://zebra.land. Our company is pleased to offer the community a part of the Maincoin tokens at a reduced price as a promising investment in an existing and developing business. Presale: 1 MNC = 0.0025 BUSD ,0 ," 30,000 "," 60,000 ", BUSD , 2022.07.07 07:07 , 2022.07.14 07:14 , 2023-09-14 , 40% , 10% each 10 days , ended ,50.0," 1,000 ", https://maincoin.money/
 Liza Coin $LZC PreSale ROUND 1 , No , No ," Liza Coin $LZC PreSale ROUND 1 Liza is an innovative new metamarketing solution. Marketing will always be in demand and profitable. Investments will be profitable and effective in the long run. KYC - Auditrate.tech. > Round 1: Private Sale: $0.9/LZC (55% off), Presale: $2/LZC PreSale with new metamarketing system. Sign up and share the news. At the end of the Privat Sale 10 active participants will receive a bonus of 10 LZC! P.S. For the mood from Lisa's girlfriends, a karaoke video! ",0 ," 3,600 "," 7,200 ", USDT , 2022.07.08 08:00 , 2022.07.13 08:00 , 2023-09-14 , 8% , 77% each 1 days , ended ,0.5, 500 , https://en.tcpcoins.net/
 DiversionDao Private Sale , Yes , Yes ," DiversionDAO Ecosystem with LAUNCHPAD – STAKING – VOTING. The first DAO build to support new esports, sports teams and fans. Investing in the build-up and managing a sports club is easier than ever. Create and propose new ideas and new directions by voting and monetizing the performance of the clubs you invest in. Staking with flexible APY up to 6800%. Specialized launchpad supports the development and launch of voting Fantoken projects initiated by shareholders in the DiversionDAO ecosystem. ",83.80958296 , 50 , 100 , BNB , 2022.07.04 11:00 , 2022.07.12 13:00 , 2023-09-14 , 95% , 5% each 1 days , ended ,0.2, 2 , https://diversiondao.com/
 StakR Inu , No , No ," StakR Inu is a decentralized, staking based protocol. With its unique anti-dump formula, StakR Inu offer a sustainable ecosystem and a very promising passive income. Built by experienced team. ✅Audited by CertiK before launch✅KYC'ed ✅Doxxed. Private Sale Price: $0.001 per $STKINU. With $500 you can buy 500.000 $STKINU tokens!! This price is 50% cheaper than ""Presale 1"" price and 7x cheaper than the launch price! Apply for whitelist to participate in the $STKINU token private sale! ","1,194.8626336716009 "," 25,000 "," 50,000 ", BUSD , 2022.07.07 18:34 , 2022.07.15 18:35 , 2023-09-14 , 50% , 25% each 2 days , ended ,50.0," 2,000 ", https://stakrinu.io/
 DiversionDao Private Sale , Yes , No ," DiversionDAO offers the opportunity to become a potential investor for sports projects in the DiversionDAO ecosystem as a shareholder when holding a sufficient amount of DIVER tokens. The voting permission is held even when the token is staking in the Staking-Earn system. DiversionDAO aims to change the world through financial, technical and cognitive efforts - ultimately creating a new field of investment. ",0 , 50 , 100 , BNB , 2022.07.08 13:00 , 2022.07.12 13:00 , 2023-09-14 , 50% , 10% each 7 days , canceled ,0.1, 2 , https://diversiondao.com/
 VIST - New Creator Economy - First Sale , No , No ," A new membership platform that fundamentally changes the Creator landscape. Fees and payment charges cease to exist, barriers to growth and new content are removed, engagement with community and audience will reach new levels. Spanning the entire Creator Economy - disrupting Patreon, Onlyfans and all other platforms. Please visit https://vist.nz/sale/privatesale/ for more details on participating. The potential demand growth is massive! Please review our litepaper https://www.vist.nz/vist-litepaper.pdf ",1.151464625 , 80 , 160 , BNB , 2022.07.02 17:00 , 2022.07.05 02:00 , 2023-09-14 , 80% , 10% each 7 days , canceled ,0.05, 50 , https://www.vist.nz/
 Arcadia Private Sale , Yes , No ," Revolutionary crypto arcade platform that allows its users to earn money through NFTs, gaming, and staking. Earn by playing your favorite Arcade games🕹 PAC-WORLD game ready, in-house dev’s, innovating web 3.0 marketing strategy. Earn up to 150$ per day whilst just exploring the 80s energy together with ARCADIA. Launch Date: 15/07/2022 ",0 , 65 , 125 , BNB , 2022.06.27 18:00 , 2022.06.30 18:00 , 2023-09-14 , 95% , 5% each 1 days , canceled ,0.5, 5 , https://playarcadia.io/
